User-Format Well ID, Top Depth (m), Bottom Depth (m), Coresponding Top Depth (m), Coresponding FTOP, Coresponding Bottom Depth (m), Coresponding FBTM
200/b-073-G 094-O-11/00, 243, 1517, 0, ABOVE Kscatter, 1490.2, TRtoad
200/a-094-G 094-O-11/00, 243, 1530, 0, ABOVE Kscatter, 1499.6, TRtoad
200/d-046-H 094-O-11/00, 4458, 4704, 4341.3, Dnahanni, 1407, BELOW TRdoig_p
200/d-046-H 094-O-11/02, 4458, 4704, 4341.3, Dnahanni, 1407, BELOW TRdoig_p
200/c-075-H 094-O-11/00, 223.8, 1005.9, 0, ABOVE Kscatter, 955.6, Mmattson
200/c-075-H 094-O-11/02, 223.8, 1005.9, 0, ABOVE Kscatter, 955.6, Mmattson
200/b-059-I 094-O-11/00, 206, 1295, 0, ABOVE Kscatter, 1251.3, TRtoad
200/c-075-I 094-O-11/00, 254.7, 1175, 0, ABOVE Kscatter, 1157.5, Mmattson
200/d-036-J 094-O-11/00, 250, 1600, 0, ABOVE Kscatter, 1583.5, TRtoad
200/c-095-J 094-O-11/00, 1299, 1527, 1198.7, Kscatter, 1515.8, TRtoad
200/d-097-J 094-O-11/00, 245, 1575, 0, ABOVE Kscatter, 1550.8, TRtoad
200/b-052-K 094-O-11/00, 322, 1732, 0, ABOVE Kscatter, 1668.7, TRtoad
200/a-059-L 094-O-11/00, 362, 1750, 0, ABOVE Kscatter, 1602.7, Kgarbutt
200/d-028-B 094-O-12/00, 400, 4020, 0, ABOVE Ksikanni, 1407, BELOW TRdoig_p
200/a-055-F 094-O-13/00, 30, 581.6, 0, ABOVE Kdunvegan, 2025, TRmontney_p
200/c-080-A 094-O-14/00, 209, 1265, 0, ABOVE Kscatter, 1235.8, TRtoad
200/b-028-B 094-O-14/00, 241.5, 1506.2, 0, ABOVE Kscatter, 1493.1, Krad_zn
200/c-051-B 094-O-14/00, 4268, 4735, 4254.5, Dmuskwa, 4254.5, Dmuskwa
200/b-052-B 094-O-14/00, 1479, 1964.5, 1476.4, Mmattson, 1958, Mdebolt
200/b-052-B 094-O-14/02, 1479, 1964.5, 1476.5, Mmattson, 1958, Mdebolt
200/c-060-E 094-O-14/00, 2450, 3211, 2416.5, Mmattson, 1407, BELOW TRdoig_p
200/c-016-G 094-O-14/00, 75, 1275, 0, ABOVE Kscatter, 1265.6, TRtoad
200/b-035-G 094-O-14/00, 45, 1275, 0, ABOVE Kscatter, 1261.8, TRtoad
200/c-013-J 094-O-14/00, 209, 1347, 0, ABOVE Ksully, 1312.6, TRtoad
200/d-070-J 094-O-14/00, 50, 1430.4, 0, ABOVE Kscatter, 1405.5, TRtoad
200/c-069-K 094-O-14/00, 40, 1650, 0, ABOVE Ksully, 1623.9, TRtoad
200/d-050-A 094-O-15/00, -1, 487.3, 0, ABOVE Kspirit_r, 483, Mgolata
202/d-050-A 094-O-15/00, -1, 856.3, 0, ABOVE Kft_st_jn, 849.9, Mshunda
200/c-062-A 094-O-15/00, -1, 488.5, 0, ABOVE Mgolata, 476, Mmt_head
200/b-091-G 094-O-15/00, 693.5, 2761, 673, Mpekisko, 2683.9, Ddunedin
200/a-061-H 094-O-15/00, 36, 705, 0, ABOVE Kspirit_r, 684.4, Mshunda
200/b-080-H 094-O-15/00, 35, 633.5, 0, ABOVE Kspirit_r, 593, Mshunda
200/c-001-L 094-O-15/00, -1, 3127, 0, ABOVE Mdebolt, 1407, BELOW TRdoig_p
200/d-012-L 094-O-15/00, 2150, 2952, 2049.6, Dft_smpsn, 2943, Dmuskwa
200/d-012-L 094-O-15/02, 2150, 2952, 2049.6, Dft_smpsn, 2943, Dmuskwa
200/c-015-B 094-O-16/00, 621, 2704, 599.9, Mshunda, 1407, BELOW TRdoig_p
200/c-053-C 094-O-16/00, 687, 1231, 630.5, Mshunda, 1198, Mexshaw
200/a-060-E 094-O-16/00, 36, 707, 0, ABOVE Kspirit_r, 683.7, Mshunda
200/d-070-F 094-O-16/00, 8, 707.5, 0, ABOVE Miss_sys, 692.5, Mpekisko
200/c-075-F 094-O-16/00, -1, 2815, 0, ABOVE Mdebolt, 1407, BELOW TRdoig_p
200/a-001-K 094-O-16/00, -1, 444.7, 0, ABOVE Mdebolt, 345.8, Mshunda
200/a-001-K 094-O-16/02, -1, 444.7, 0, ABOVE Mdebolt, 345.8, Mshunda
200/a-050-J 094-P-02/00, 222.4, 1416.4, 0, ABOVE Kshftbury, 1397, Dft_smpsn
200/a-089-K 094-P-02/00, 1873, 1917, 1868, Dmuskwa, 1868, Dmuskwa
200/a-089-K 094-P-02/02, 1873, 1917, 1868, Dmuskwa, 1868, Dmuskwa
200/b-013-A 094-P-03/03, 236.1, 1490.8, 0, ABOVE Kbluesky, 1440, Dft_smpsn
200/a-015-A 094-P-03/00, -1, 950.9, 0, ABOVE Kdunvegan, 1407, BELOW TRdoig_p
200/a-015-A 094-P-03/02, -1, 950.9, 0, ABOVE Kdunvegan, 1407, BELOW TRdoig_p
200/a-015-A 094-P-03/03, -1, 950.9, 0, ABOVE Kdunvegan, 1407, BELOW TRdoig_p
202/a-067-H 094-P-03/00, 252, 999, 0, ABOVE Kshftbury, 709, Mbanff
200/d-023-A 094-P-04/00, 495, 2435.6, 0, ABOVE Kspirit_r, 2417.6, Dkeg_rv_L
200/a-059-H 094-P-04/00, 271.5, 1628, 0, ABOVE Kbluesky, 1603, Dft_smpsn
200/a-044-C 094-P-07/00, 1863, 2005, 1862, Dmuskwa, 1993.5, Dsulp_pt
200/c-066-C 094-P-08/00, 600, 866, 436.5, Mbanff, 824.5, Dtetcho
200/b-060-D 094-P-12/00, 398, 2492.5, 0, ABOVE Kscatter, 2401.5, Dkeg_rv
200/d-028-E 094-P-12/00, 385, 2531.4, 0, ABOVE Kscatter, 2452, Dkeg_rv
200/d-028-E 094-P-12/02, 385, 2531.4, 0, ABOVE Mdebolt, 2452, Dkeg_rv
200/d-097-E 094-P-12/00, 384.6, 2466, 0, ABOVE Mdebolt, 2398.4, Dkeg_rv
200/d-028-A 094-P-13/00, 212.3, 471.5, 0, ABOVE Kspirit_r, 453, Mbanff
200/b-088-H 094-P-13/00, 212.3, 471.5, 0, ABOVE Kspirit_r, 441.2, Mpekisko
202/a-045-B 094-P-15/00, 42, 439.5, 0, ABOVE Kbuck_hrs, 427.7, Mbanff
200/a-089-B 094-P-15/00, 600, 2158.9, 478.7, Mbanff, 1407, BELOW TRdoig_p
200/b-070-D 094-P-16/00, 321, 2026, 0, ABOVE Kspirit_r, 2013.2, Dkeg_rv_L
200/b-070-D 094-P-16/02, 321, 2026, 0, ABOVE Kspirit_r, 2013.2, Dkeg_rv_L
200/c-080-J 104-H-02/00, 135.2, 851, 16.6, Jcurrier, 1407, BELOW TRdoig_p
